comp_name	index	attr_name	attr_type	note
ManualUITagsConfiguration	153	m_ImportHeightmap	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	154	m_ExportHeightmap	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	155	m_ImportWorldmap	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	156	m_AddObjectButton	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	157	m_SearchText	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	158	m_FilterMenu	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	159	m_AllText	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	160	m_ThumbnailSlider	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	161	m_FavoriteStar	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	162	m_WaterPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	163	m_ResourcePanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	164	m_ClimatePanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	165	m_MapPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	166	m_EnvironmentPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	167	m_TerrainPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	168	m_AssetImportPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	169	m_BulldozeToolPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	170	m_PrefabToolPanel	Game.Prefabs.UITagPrefab	
ManualUITagsConfiguration	171	m_TutorialListPanel	Game.Prefabs.UITagPrefab	
ManualUnlockable	0			
MapTileMode	0			
MapTileMode	1	m_Prefab	Game.Prefabs.MapTilePrefab	
MapTileMode	2	m_MapFeatures	Game.Prefabs.MapTilePrefab+FeatureInfo[]	
MapTilePrefab	0			
MapTilePrefab	1	m_PurchaseCostFactor	System.Single	
MapTilePrefab	2	m_MapFeatures	Game.Prefabs.MapTilePrefab+FeatureInfo[]	
MapTilePrefab	3	m_Color	UnityEngine.Color	
MapTilePrefab	4	m_EdgeColor	UnityEngine.Color	
MapTilePrefab	5	m_SelectionColor	UnityEngine.Color	
MapTilePrefab	6	m_SelectionEdgeColor	UnityEngine.Color	
MarkerInfomodePrefab	0			
MarkerInfomodePrefab	1	m_Type	Game.Prefabs.MarkerType	
MarkerInfomodePrefab	2	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
MarkerInfomodePrefab	3	m_Priority	System.Int32	
MarkerInfomodePrefab	4	editor	System.Boolean	
MarkerMarker	0			
MarkerMarker	1	m_MarkerType	Game.Prefabs.MarkerType	
MarkerNet	0			
MarkerObjectPrefab	0			
MarkerObjectPrefab	1	m_Mesh	Game.Prefabs.RenderPrefab	
MarkerObjectPrefab	2	m_Circular	System.Boolean	
MasterArea	0			
MasterArea	1	m_SlaveAreas	Game.Prefabs.SlaveAreaInfo[]	
MatchPieceVertices	0			
MatchPieceVertices	1	m_Offsets	System.Single[]	
MeshSettings	0			
MeshSettings	1	m_MissingObjectMesh	Game.Prefabs.RenderPrefab	
MeshSettings	2	m_DefaultBaseMesh	Game.Prefabs.RenderPrefab	
MeshSettings	3	m_MissingNetSection	Game.Prefabs.NetSectionPrefab	
MeshSettings	4	m_MissingRenderedArea	Game.Prefabs.AreaPrefab	
MilestonePrefab	0			
MilestonePrefab	1	m_Index	System.Int32	
MilestonePrefab	2	m_Reward	System.Int32	
MilestonePrefab	3	m_DevTreePoints	System.Int32	
MilestonePrefab	4	m_MapTiles	System.Int32	
MilestonePrefab	5	m_LoanLimit	System.Int32	
MilestonePrefab	6	m_XpRequried	System.Int32	
MilestonePrefab	7	m_Major	System.Boolean	
MilestonePrefab	8	m_IsVictory	System.Boolean	
MilestonePrefab	9	m_Image	System.String	
MilestonePrefab	10	m_BackgroundColor	UnityEngine.Color	
MilestonePrefab	11	m_AccentColor	UnityEngine.Color	
MilestonePrefab	12	m_TextColor	UnityEngine.Color	
MilestonesMode	0			
MilestonesMode	1	m_ModeDatas	Game.Prefabs.Modes.MilestonesMode+ModeData[]	
ModeSetting	0			
ModeSetting	1	m_Enable	System.Boolean	Toggle to enable all of the systems below, does not affect the enable state of global and local mode prefabs
ModeSetting	2	m_ResidentialDemandWeightsSelector	Unity.Mathematics.float2	Weights for residential demand factors. use x for negative and y for positive factors, Default is (1,1)
ModeSetting	3	m_CommercialTaxEffectDemandOffset	System.Single	Offset for commercial demand based on tax factor. Tax factor range [-1,1]
ModeSetting	4	m_IndustrialOfficeTaxEffectDemandOffset	System.Single	Offset for industrial and office demand based on tax factor. Tax factor is range [-1,1]
ModeSetting	5	m_ResourceDemandPerCitizenMultiplier	System.Single	Multiplier for resource demand per citizen, Default is 1
ModeSetting	6	m_TaxPaidMultiplier	Unity.Mathematics.float3	Multiply the amount of tax paid by citizens (x), commercial (y), industrial+office (z), Default is (1,1,1). Does not affect player income and city statistics
ModeSetting	7	m_SupportPoorCitizens	System.Boolean	Should give more support to poor citizens?
ModeSetting	8	m_MinimumWealth	System.Int32	If citizen wealth is below this value, they will be give money to reach this value
ModeSetting	9	m_EnableGovernmentSubsidies	System.Boolean	Should enable government subsidies?
ModeSetting	10	m_MoneyCoverThreshold	Unity.Mathematics.int2	Player money level that government subsidies kick in (x) and max cover threshold (y)
ModeSetting	11	m_MaxMoneyCoverPercentage	System.Int32	Maximum percentage of expenses that government subsidies cover. (0 mean no cover, 100 mean full cover, 200 mean double cover the expenses)
ModeSetting	12	m_EnableAdjustNaturalResources	System.Boolean	
ModeSetting	13	m_InitialNaturalResourceBoostMultiplier	System.Single	Initial multiplier for natural resources: 0 mean no resources, 1 mean normal resources
ModeSetting	14	m_PercentOreRefillAmountPerDay	System.Int32	Percentage of ore refill amount per day, 0 mean no refill, 100 mean full refill after 1 day
ModeSetting	15	m_PercentOilRefillAmountPerDay	System.Int32	Percentage of oil refill amount per day, 0 mean no refill, 100 mean full refill after 1 day
ModeSetting	16	m_PercentFertilityRefillAmountPerDay	System.Int32	Percentage of fertility refill amount per day, 0 mean no refill, 100 mean full refill after 1 day
ModeSetting	17	m_ModePrefabs	System.Collections.Generic.List`1[Game.Prefabs.Modes.ModePrefab]	
ModeSetting	18	m_LocalModePrefabs	System.Collections.Generic.List`1[Game.Prefabs.Modes.LocalModePrefab]	
ModeSetting	19	m_GlobalModePrefabs	System.Collections.Generic.List`1[Game.Prefabs.Modes.EntityQueryModePrefab]	
ModeSettingParameters	0			
MoveableBridge	0			
MoveableBridge	1	m_LiftOffsets	Unity.Mathematics.float3	
MoveableBridge	2	m_MovingTime	System.Single	
MoveAwayStatistic	0			
MoveAwayStatistic	1	m_MoveAwayReasons	Game.Agents.MoveAwayReason[]	
MoveAwayStatistic	2	m_Category	Game.Prefabs.UIStatisticsCategoryPrefab	
MoveAwayStatistic	3	m_Group	Game.Prefabs.UIStatisticsGroupPrefab	
MoveAwayStatistic	4	m_StatisticsType	Game.City.StatisticType	
MoveAwayStatistic	5	m_CollectionType	Game.City.StatisticCollectionType	
MoveAwayStatistic	6	m_UnitType	Game.City.StatisticUnitType	
MoveAwayStatistic	7	m_Color	UnityEngine.Color	
MoveAwayStatistic	8	m_Stacked	System.Boolean	
MovePieceVertices	0			
MovePieceVertices	1	m_LowerBottomToTerrain	System.Boolean	
MovePieceVertices	2	m_RaiseTopToTerrain	System.Boolean	
MovePieceVertices	3	m_SmoothTopNormal	System.Boolean	
MultipleUnitTrainCarPrefab	0			
MultipleUnitTrainCarPrefab	1	m_TrackType	Game.Net.TrackTypes	
MultipleUnitTrainCarPrefab	2	m_EnergyType	Game.Vehicles.EnergyTypes	
MultipleUnitTrainCarPrefab	3	m_MaxSpeed	System.Single	
MultipleUnitTrainCarPrefab	4	m_Acceleration	System.Single	
MultipleUnitTrainCarPrefab	5	m_Braking	System.Single	
MultipleUnitTrainCarPrefab	6	m_Turning	Unity.Mathematics.float2	
MultipleUnitTrainCarPrefab	7	m_BogieOffset	Unity.Mathematics.float2	
MultipleUnitTrainCarPrefab	8	m_AttachOffset	Unity.Mathematics.float2	
MultipleUnitTrainCarPrefab	9	m_Meshes	Game.Prefabs.ObjectMeshInfo[]	
MultipleUnitTrainCarPrefab	10	m_Circular	System.Boolean	
MultipleUnitTrainFrontPrefab	0			
MultipleUnitTrainFrontPrefab	1	m_MinMultipleUnitCount	System.Int32	
MultipleUnitTrainFrontPrefab	2	m_MaxMultipleUnitCount	System.Int32	
MultipleUnitTrainFrontPrefab	3	m_Carriages	Game.Prefabs.MultipleUnitTrainCarriageInfo[]	
MultipleUnitTrainFrontPrefab	4	m_AddReversedEndCarriage	System.Boolean	
MultipleUnitTrainFrontPrefab	5	m_TrackType	Game.Net.TrackTypes	
MultipleUnitTrainFrontPrefab	6	m_EnergyType	Game.Vehicles.EnergyTypes	
MultipleUnitTrainFrontPrefab	7	m_MaxSpeed	System.Single	
MultipleUnitTrainFrontPrefab	8	m_Acceleration	System.Single	
MultipleUnitTrainFrontPrefab	9	m_Braking	System.Single	
MultipleUnitTrainFrontPrefab	10	m_Turning	Unity.Mathematics.float2	
MultipleUnitTrainFrontPrefab	11	m_BogieOffset	Unity.Mathematics.float2	
MultipleUnitTrainFrontPrefab	12	m_AttachOffset	Unity.Mathematics.float2	
MultipleUnitTrainFrontPrefab	13	m_Meshes	Game.Prefabs.ObjectMeshInfo[]	
MultipleUnitTrainFrontPrefab	14	m_Circular	System.Boolean	
NavigationArea	0			
NavigationArea	1	m_ConnectionType	Game.Prefabs.RouteConnectionType	
NavigationArea	2	m_SecondaryType	Game.Prefabs.RouteConnectionType	
NavigationArea	3	m_TrackTypes	Game.Net.TrackTypes	
NavigationArea	4	m_RoadTypes	Game.Net.RoadTypes	
NetArrow	0			
NetArrow	1	m_ArrowMaterial	UnityEngine.Material	
NetArrow	2	m_RoadArrowColor	UnityEngine.Color	
NetArrow	3	m_TrackArrowColor	UnityEngine.Color	
NetDividerPiece	0			
NetDividerPiece	1	m_PreserveShape	System.Boolean	
NetDividerPiece	2	m_BlockTraffic	System.Boolean	
NetDividerPiece	3	m_BlockCrosswalk	System.Boolean	
NetFencePrefab	0			
NetFencePrefab	1	m_Sections	Game.Prefabs.NetSectionInfo[]	
NetFencePrefab	2	m_EdgeStates	Game.Prefabs.NetEdgeStateInfo[]	
NetFencePrefab	3	m_NodeStates	Game.Prefabs.NetNodeStateInfo[]	
NetFencePrefab	4	m_MaxSlopeSteepness	System.Single	
NetFencePrefab	5	m_AggregateType	Game.Prefabs.AggregateNetPrefab	
NetFencePrefab	6	m_StyleType	Game.Prefabs.GroupPrefab	
NetFencePrefab	7	m_InvertMode	Game.Prefabs.CompositionInvertMode	
NetGeometryInfomodePrefab	0			
NetGeometryInfomodePrefab	1	m_Type	Game.Prefabs.NetType	
NetGeometryInfomodePrefab	2	m_Color	UnityEngine.Color	
NetGeometryInfomodePrefab	3	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
NetGeometryInfomodePrefab	4	m_Priority	System.Int32	
NetGeometryInfomodePrefab	5	editor	System.Boolean	
NetLabel	0			
NetLabel	1	m_NameMaterial	UnityEngine.Material	
NetLabel	2	m_NameColor	UnityEngine.Color	
NetLabel	3	m_SelectedNameColor	UnityEngine.Color	
NetLaneGeometryPrefab	0			
NetLaneGeometryPrefab	1	m_Meshes	Game.Prefabs.NetLaneMeshInfo[]	
NetLaneGeometryPrefab	2	m_PathfindPrefab	Game.Prefabs.PathfindPrefab	
NetLanePrefab	0			
NetLanePrefab	1	m_PathfindPrefab	Game.Prefabs.PathfindPrefab	
NetObject	0			
NetObject	1	m_SetCompositionState	Game.Prefabs.NetPieceRequirements[]	
NetObject	2	m_RequireRoad	Game.Net.RoadTypes	
NetObject	3	m_RoadPassThrough	Game.Net.RoadTypes	
NetObject	4	m_TrackPassThrough	Game.Net.TrackTypes	
NetObject	5	m_NodeOffset	System.Single	
NetObject	6	m_Attached	System.Boolean	
NetObject	7	m_RequirePedestrian	System.Boolean	
NetPieceCrosswalk	0			
NetPieceCrosswalk	1	m_Lane	Game.Prefabs.NetLanePrefab	
NetPieceCrosswalk	2	m_Start	Unity.Mathematics.float3	
NetPieceCrosswalk	3	m_End	Unity.Mathematics.float3	
NetPieceLanes	0			
NetPieceLanes	1	m_Lanes	Game.Prefabs.NetLaneInfo[]	
NetPieceObjects	0			
NetPieceObjects	1	m_PieceObjects	Game.Prefabs.NetPieceObjectInfo[]	
NetPiecePrefab	0			
NetPiecePrefab	1	m_Layer	Game.Prefabs.NetPieceLayer	
NetPiecePrefab	2	m_Width	System.Single	
NetPiecePrefab	3	m_Length	System.Single	
NetPiecePrefab	4	m_HeightRange	Colossal.Mathematics.Bounds1	
NetPiecePrefab	5	m_WidthOffset	System.Single	
NetPiecePrefab	6	m_NodeOffset	System.Single	
NetPiecePrefab	7	m_SideConnectionOffset	System.Single	
NetPiecePrefab	8	m_SurfaceHeights	Unity.Mathematics.float4	
NetPieceTiling	0			
NetPieceTiling	1	m_DisableTextureTiling	System.Boolean	
NetPollution	0			
NetPollution	1	m_NoisePollutionFactor	System.Single	
NetPollution	2	m_AirPollutionFactor	System.Single	
NetPrefab	0			
NetSectionPrefab	0			
NetSectionPrefab	1	m_SubSections	Game.Prefabs.NetSubSectionInfo[]	
NetSectionPrefab	2	m_Pieces	Game.Prefabs.NetPieceInfo[]	
NetStatusInfomodePrefab	0			
NetStatusInfomodePrefab	1	m_Type	Game.Prefabs.NetStatusType	
NetStatusInfomodePrefab	2	m_Range	Colossal.Mathematics.Bounds1	
NetStatusInfomodePrefab	3	m_FlowSpeed	System.Single	
NetStatusInfomodePrefab	4	m_FlowTiling	System.Single	
NetStatusInfomodePrefab	5	m_MinFlow	System.Single	
NetStatusInfomodePrefab	6	m_Low	UnityEngine.Color	
NetStatusInfomodePrefab	7	m_Medium	UnityEngine.Color	
NetStatusInfomodePrefab	8	m_High	UnityEngine.Color	
NetStatusInfomodePrefab	9	m_Steps	System.Int32	
NetStatusInfomodePrefab	10	m_LegendType	Game.Prefabs.GradientLegendType	
NetStatusInfomodePrefab	11	m_LowLabelId	System.String	Good, Bad, Low, High, Weak, Strong, Old, Young
NetStatusInfomodePrefab	12	m_MediumLabelId	System.String	
NetStatusInfomodePrefab	13	m_HighLabelId	System.String	Good, Bad, Low, High, Weak, Strong, Old, Young
NetStatusInfomodePrefab	14	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
NetStatusInfomodePrefab	15	m_Priority	System.Int32	
NetStatusInfomodePrefab	16	editor	System.Boolean	
NetSubObjects	0			
NetSubObjects	1	m_SubObjects	Game.Prefabs.NetSubObjectInfo[]	
NetTerrainPiece	0			
NetTerrainPiece	1	m_WidthOffset	Unity.Mathematics.float2	
NetTerrainPiece	2	m_ClipHeightOffset	Unity.Mathematics.float2	
NetTerrainPiece	3	m_MinHeightOffset	Unity.Mathematics.float3	
NetTerrainPiece	4	m_MaxHeightOffset	Unity.Mathematics.float3	
NetUpgrade	0			
NetUpgrade	1	m_SetState	Game.Prefabs.NetPieceRequirements[]	
NetUpgrade	2	m_UnsetState	Game.Prefabs.NetPieceRequirements[]	
NetUpgrade	3	m_Standalone	System.Boolean	
NetUpgrade	4	m_Underground	System.Boolean	
NewMapSettingsPrefab	0			
NewMapSettingsPrefab	1	m_DefaultClimatePrefab	Game.Prefabs.Climate.ClimatePrefab	
NewMapSettingsPrefab	2	m_DefaultWaterRenderSettingsPrefab	Game.Prefabs.Water.WaterRenderSettingsPrefab	
NewMapSettingsPrefab	3	m_DefaultTerrainRenderSettingsPrefab	Game.Prefabs.Terrain.TerrainRenderSettingsPrefab	
NotificationIconPrefab	0			
NotificationIconPrefab	1	m_Icon	UnityEngine.Texture2D	
NotificationIconPrefab	2	m_Description	System.String	
NotificationIconPrefab	3	m_TargetDescription	System.String	
NotificationIconPrefab	4	m_DisplaySize	Colossal.Mathematics.Bounds1	
NotificationIconPrefab	5	m_PulsateAmplitude	Colossal.Mathematics.Bounds1	
NotificationIconPrefab	6	m_EnabledByDefault	System.Boolean	
ObjectAchievementComponent	0			
ObjectAchievementComponent	1	m_Achievements	Game.Prefabs.ObjectAchievementComponent+ObjectAchievementSetup[]	
ObjectBuiltRequirementPrefab	0			
ObjectBuiltRequirementPrefab	1	m_MinimumCount	System.Int32	
ObjectBuiltRequirementPrefab	2	m_LabelID	System.String	
ObjectPrefab	0			
ObjectStateInfomodePrefab	0			
ObjectStateInfomodePrefab	1	m_Type	Game.Prefabs.ObjectStatusType	
ObjectStateInfomodePrefab	2	m_Color	UnityEngine.Color	
ObjectStateInfomodePrefab	3	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
ObjectStateInfomodePrefab	4	m_Priority	System.Int32	
ObjectStateInfomodePrefab	5	editor	System.Boolean	
ObjectStatusInfomodePrefab	0			
ObjectStatusInfomodePrefab	1	m_Type	Game.Prefabs.ObjectStatusType	
ObjectStatusInfomodePrefab	2	m_Range	Colossal.Mathematics.Bounds1	
ObjectStatusInfomodePrefab	3	m_Low	UnityEngine.Color	
ObjectStatusInfomodePrefab	4	m_Medium	UnityEngine.Color	
ObjectStatusInfomodePrefab	5	m_High	UnityEngine.Color	
ObjectStatusInfomodePrefab	6	m_Steps	System.Int32	
ObjectStatusInfomodePrefab	7	m_LegendType	Game.Prefabs.GradientLegendType	
ObjectStatusInfomodePrefab	8	m_LowLabelId	System.String	Good, Bad, Low, High, Weak, Strong, Old, Young
ObjectStatusInfomodePrefab	9	m_MediumLabelId	System.String	
ObjectStatusInfomodePrefab	10	m_HighLabelId	System.String	Good, Bad, Low, High, Weak, Strong, Old, Young
ObjectStatusInfomodePrefab	11	m_IncludeInGroups	Game.Prefabs.InfomodeGroupPrefab[]	
ObjectStatusInfomodePrefab	12	m_Priority	System.Int32	
ObjectStatusInfomodePrefab	13	editor	System.Boolean	
ObjectSubAreas	0			
ObjectSubAreas	1	m_SubAreas	Game.Prefabs.ObjectSubAreaInfo[]	
ObjectSubLanes	0			
ObjectSubLanes	1	m_SubLanes	Game.Prefabs.ObjectSubLaneInfo[]	
ObjectSubNets	0			
ObjectSubNets	1	m_InvertWhen	Game.Prefabs.NetInvertMode	
ObjectSubNets	2	m_SubNets	Game.Prefabs.ObjectSubNetInfo[]	
ObjectSubObjects	0			
ObjectSubObjects	1	m_SubObjects	Game.Prefabs.ObjectSubObjectInfo[]	
ObsoleteIdentifiers	0			
ObsoleteIdentifiers	1	m_PrefabIdentifiers	Game.Prefabs.PrefabIdentifierInfo[]	
OutsideConnection	0			
OutsideConnection	1	m_TradedResources	Game.Economy.ResourceInEditor[]	
OutsideConnection	2	m_Commuting	System.Boolean	
OutsideConnection	3	m_TransferType	Game.Prefabs.OutsideConnectionTransferType	
OutsideConnection	4	m_Remoteness	System.Single	
OutsideTradeParameterPrefab	0			
OutsideTradeParameterPrefab	1	m_ElectricityImportPrice	System.Single	Expense for importing 0.1 kW of electricity for 24h
OutsideTradeParameterPrefab	2	m_ElectricityExportPrice	System.Single	Revenue for exporting 0.1 kW of electricity for 24h
OutsideTradeParameterPrefab	3	m_WaterImportPrice	System.Single	Expense for importing 1m^3 of water for 24h
OutsideTradeParameterPrefab	4	m_WaterExportPrice	System.Single	Revenue for exporting 1m^3 of water for 24h
OutsideTradeParameterPrefab	5	m_WaterExportPollutionTolerance	System.Single	Percentage of pollution when the water export revenue becomes zero
OutsideTradeParameterPrefab	6	m_SewageExportPrice	System.Single	Expense for importing 1m^3 of sewage for 24h
OutsideTradeParameterPrefab	7	m_AirWeightMultiplier	System.Single	
OutsideTradeParameterPrefab	8	m_RoadWeightMultiplier	System.Single	
OutsideTradeParameterPrefab	9	m_TrainWeightMultiplier	System.Single	
OutsideTradeParameterPrefab	10	m_ShipWeightMultiplier	System.Single	
OutsideTradeParameterPrefab	11	m_AirDistanceMultiplier	System.Single	
OutsideTradeParameterPrefab	12	m_RoadDistanceMultiplier	System.Single	
OutsideTradeParameterPrefab	13	m_TrainDistanceMultiplier	System.Single	
OutsideTradeParameterPrefab	14	m_ShipDistanceMultiplier	System.Single	
OutsideTradeParameterPrefab	15	m_AmbulanceImportServiceFee	System.Single	Service fees for ambulance import service, multiply by population
OutsideTradeParameterPrefab	16	m_HearseImportServiceFee	System.Single	Service fees for Hearse import service, multiply by population
OutsideTradeParameterPrefab	17	m_FireEngineImportServiceFee	System.Single	Service fees for FireEngine import service, multiply by population
OutsideTradeParameterPrefab	18	m_GarbageImportServiceFee	System.Single	Service fees for Garbage import service, multiply by population
OutsideTradeParameterPrefab	19	m_PoliceImportServiceFee	System.Single	Service fees for Police import service, multiply by population
OutsideTradeParameterPrefab	20	m_OCServiceTradePopulationRange	System.Int32	Service fees from outside will change based on this population range,0 - 1000 => service fee * 1000, 1000 - 2000 => service fee * 2000
OutsideTradeParametersMode	0			
OutsideTradeParametersMode	1	m_ElectricityImportPrice	System.Single	
OutsideTradeParametersMode	2	m_ElectricityExportPrice	System.Single	
OutsideTradeParametersMode	3	m_WaterImportPrice	System.Single	
OutsideTradeParametersMode	4	m_WaterExportPrice	System.Single	
OutsideTradeParametersMode	5	m_WaterExportPollutionTolerance	System.Single	
OutsideTradeParametersMode	6	m_SewageExportPrice	System.Single	
OutsideTradeParametersMode	7	m_AirWeightMultiplierOverridden	System.Single	
OutsideTradeParametersMode	8	m_RoadWeightMultiplierOverridden	System.Single	
OutsideTradeParametersMode	9	m_TrainWeightMultiplierOverridden	System.Single	
OutsideTradeParametersMode	10	m_ShipWeightMultiplierOverridden	System.Single	
OutsideTradeParametersMode	11	m_AirDistanceMultiplierOverridden	System.Single	
OutsideTradeParametersMode	12	m_RoadDistanceMultiplierOverridden	System.Single	
OutsideTradeParametersMode	13	m_TrainDistanceMultiplierOverridden	System.Single	
OutsideTradeParametersMode	14	m_ShipDistanceMultiplierOverridden	System.Single	
OutsideTradeParametersMode	15	m_AmbulanceImportServiceFee	System.Single	
OutsideTradeParametersMode	16	m_HearseImportServiceFee	System.Single	
OutsideTradeParametersMode	17	m_FireEngineImportServiceFee	System.Single	
OutsideTradeParametersMode	18	m_GarbageImportServiceFee	System.Single	
OutsideTradeParametersMode	19	m_PoliceImportServiceFee	System.Single	
OutsideTradeParametersMode	20	m_OCServiceTradePopulationRange	System.Int32	
OverheadNetSections	0			
OverheadNetSections	1	m_Sections	Game.Prefabs.NetSectionInfo[]	
OverlayConfigurationPrefab	0			
OverlayConfigurationPrefab	1	m_CurveMaterial	UnityEngine.Material	
OverlayConfigurationPrefab	2	m_SolidObjectMaterial	UnityEngine.Material	
OverlayConfigurationPrefab	3	m_TextMaterial	UnityEngine.Material	
OverlayConfigurationPrefab	4	m_ObjectBrushMaterial	UnityEngine.Material	
OverlayConfigurationPrefab	5	m_FontInfos	Game.Prefabs.FontInfo[]	
OverlayProperties	0			
OverlayProperties	1	m_IsWaterway	System.Boolean	
OverlayProperties	2	m_TextureArea	Colossal.Mathematics.Bounds2	
Park	0			
Park	1	m_MaintenancePool	System.Int16	
Park	2	m_AllowHomeless	System.Boolean	
ParkingFacility	0			
ParkingFacility	1	m_RoadTypes	Game.Net.RoadTypes	
ParkingFacility	2	m_ComfortFactor	System.Single	
ParkingFacility	3	m_GarageMarkerCapacity	System.Int32	
ParkingLane	0			
ParkingLane	1	m_RoadType	Game.Net.RoadTypes	
ParkingLane	2	m_SlotSize	Unity.Mathematics.float2	
ParkingLane	3	m_SlotAngle	System.Single	
ParkingLane	4	m_SpecialVehicles	System.Boolean	
ParkingSpace	0			
ParkingSpace	1	m_RoadType	Game.Net.RoadTypes	
ParkingSpace	2	m_ComfortFactor	System.Single	
ParkPrefab	0			
ParkPrefab	1	m_ParkServicePrefab	Game.Prefabs.PrefabBase	
PassengerStatistic	0			
PassengerStatistic	1	m_PassengerTypes	Game.Prefabs.PassengerTypeInfo[]	
PassengerStatistic	2	m_Category	Game.Prefabs.UIStatisticsCategoryPrefab	
PassengerStatistic	3	m_Group	Game.Prefabs.UIStatisticsGroupPrefab	
PassengerStatistic	4	m_StatisticsType	Game.City.StatisticType	
PassengerStatistic	5	m_CollectionType	Game.City.StatisticCollectionType	
PassengerStatistic	6	m_UnitType	Game.City.StatisticUnitType	
PassengerStatistic	7	m_Color	UnityEngine.Color	
PassengerStatistic	8	m_Stacked	System.Boolean	
PathfindPrefab	0			
PathfindPrefab	1	m_TrackTrafficFlow	System.Boolean	
PathwayPrefab	0			
PathwayPrefab	1	m_SpeedLimit	System.Single	
PathwayPrefab	2	m_Sections	Game.Prefabs.NetSectionInfo[]	
PathwayPrefab	3	m_EdgeStates	Game.Prefabs.NetEdgeStateInfo[]	
PathwayPrefab	4	m_NodeStates	Game.Prefabs.NetNodeStateInfo[]	
PathwayPrefab	5	m_MaxSlopeSteepness	System.Single	
PathwayPrefab	6	m_AggregateType	Game.Prefabs.AggregateNetPrefab	
PathwayPrefab	7	m_StyleType	Game.Prefabs.GroupPrefab	
PathwayPrefab	8	m_InvertMode	Game.Prefabs.CompositionInvertMode	
PdxLoginRequirement	0			
PdxLoginRequirement	1	m_Notes	System.String	
PedestrianLane	0			
PedestrianLane	1	m_NotWalkLane	Game.Prefabs.NetLanePrefab	
PedestrianLane	2	m_Width	System.Single	
PedestrianLane	3	m_OnWater	System.Boolean	
PedestrianLane	4	m_Activities	Game.Prefabs.ActivityType[]	
PedestrianPathfind	0			
PedestrianPathfind	1	m_WalkingCost	Game.Prefabs.PathfindCostInfo	
PedestrianPathfind	2	m_CrosswalkCost	Game.Prefabs.PathfindCostInfo	
PedestrianPathfind	3	m_UnsafeCrosswalkCost	Game.Prefabs.PathfindCostInfo	
PedestrianPathfind	4	m_SpawnCost	Game.Prefabs.PathfindCostInfo	
PersonalCar	0			
PersonalCar	1	m_PassengerCapacity	System.Int32	
PersonalCar	2	m_BaggageCapacity	System.Int32	
PersonalCar	3	m_CostToDrive	System.Int32	
PersonalCar	4	m_Probability	System.Int32	
Pet	0			
Pet	1	m_Type	Game.Prefabs.PetType	
PillarObject	0			
PillarObject	1	m_Type	Game.Prefabs.PillarType	
PillarObject	2	m_AnchorOffset	System.Single	
PillarObject	3	m_VerticalPillarOffsetRange	Colossal.Mathematics.Bounds1	
PipelinePrefab	0			
PipelinePrefab	1	m_Sections	Game.Prefabs.NetSectionInfo[]	
PipelinePrefab	2	m_EdgeStates	Game.Prefabs.NetEdgeStateInfo[]	
PipelinePrefab	3	m_NodeStates	Game.Prefabs.NetNodeStateInfo[]	
PipelinePrefab	4	m_MaxSlopeSteepness	System.Single	
PipelinePrefab	5	m_AggregateType	Game.Prefabs.AggregateNetPrefab	
PipelinePrefab	6	m_StyleType	Game.Prefabs.GroupPrefab	
PipelinePrefab	7	m_InvertMode	Game.Prefabs.CompositionInvertMode	
PlaceableNaturalObjectGlobalMode	0			
PlaceableNaturalObjectGlobalMode	1	m_ConstructionCostMultiplier	System.Single	
PlaceableNaturalObjectGlobalMode	2	m_XPRewardMultiplier	System.Single	
PlaceableNet	0			
PlaceableNet	1	m_ElevationRange	Colossal.Mathematics.Bounds1	
PlaceableNet	2	m_AllowParallelMode	System.Boolean	
PlaceableNet	3	m_UndergroundPrefab	Game.Prefabs.NetPrefab	
PlaceableNet	4	m_XPReward	System.Int32	
PlaceableNetPiece	0			
PlaceableNetPiece	1	m_ConstructionCost	System.UInt32	
PlaceableNetPiece	2	m_ElevationCost	System.UInt32	
PlaceableNetPiece	3	m_UpkeepCost	System.Single	
PlaceableObject	0			
PlaceableObject	1	m_ConstructionCost	System.UInt32	
PlaceableObject	2	m_XPReward	System.Int32	
PlaceholderArea	0			
PlaceholderBuilding	0			
